ts,16524 Moonlit Path:Heatpump:EW Temp,16404 Enamorado Road:Heatpump:EW Temp,16513 Summery St:Heatpump:EW Temp,9609 Lighthearted Drive:Heatpump:EW Temp,9725 Evening Canopy Drive:Heatpump:EW Temp,9613 Lighthearted Drive:Heatpump:EW Temp,9513 Lighthearted Drive:Heatpump:EW Temp,16300 Enamorado Road:Heatpump:EW Temp,16525 Glimmering Road:Heatpump:EW Temp,16601 Sumptuous Drive:Heatpump:EW Temp,9700 Eloquence Drive:Heatpump:EW Temp,16525 Summery Street:Heatpump:EW Temp,9836 Evening Canopy Drive:Heatpump:EW Temp,9620 Eloquence Drive:Heatpump:EW Temp,9616 Grapevine Leaf Drive:Heatpump:EW Temp,9700 Grapevine Leaf Drive:Heatpump:EW Temp,16500 Glimmering Road:Heatpump:EW Temp,9912 Comely Bend:Heatpump:EW Temp,9624 Eloquence Drive:Heatpump:EW Temp,9613 Evening Canopy Drive:Heatpump:EW Temp,9800 Becoming Street:Enertech:EW Temp,9816 Becoming Street:Enertech:EW Temp,16529 Summery:Heat Pump:EW Temp,16517 Glimmering Road:Enertech:EW Temp,16532 Moonlit Path:Enertech:EW Temp,9612 Eloquence Drive:Enertech:EW Temp,9716 Evening Canopy Drive:Enertech:EW Temp,16900 Adoro Drive:Enertech:EW Temp,9801 Eloquence Drive:Enertech:EW Temp,17109 Adoro Drive:Enertech:EW Temp,16621 Sumptuous Drive:Enertech:EW Temp,16536 Glimmering Road:Enertech:EW Temp,9903 Becoming Street:Enertech:EW Temp
1/1/2022 2:30,78.8,79.2,80.3,80.9,80.4,80,80.4,77.4,80.2,81.2,74,79.7,85.7,85.9,77,81.7,79.7,84.9,80.5,76.5,80,78.2,83,80.2,82.7,80.5,76.5,86.2,79.7,78.7,87,79.7,78.5
1/1/2022 2:45,78.9,79.2,80.9,80.5,79.7,79.8,80.2,77.5,80.2,80.9,74,79.9,83,89.3,77,83.2,80.4,84.9,80.5,76.5,80.5,78.8,83.2,79,82.7,80.2,76.3,86.8,81.5,78.6,87,79.7,79.7
1/1/2022 3:00,78.9,79.8,80.9,80.5,81.2,79.7,80.2,77.5,80.3,80.9,75.2,81.1,84.1,88.7,77,83.2,79.7,84.9,80.5,76.5,79.7,78,82.2,78.9,81.5,82.8,75.9,87.3,80.4,78.6,84.5,81,79.7
1/1/2022 3:15,78.9,79.7,79.7,80.4,82.9,79.7,79.9,77.5,79.8,80.9,77.2,80.5,84.4,83.7,77,81.9,79.7,84.7,80.5,76.5,79,77.7,81.5,79.6,81.5,81.5,75.6,86.5,79.7,78.6,86.4,81,79.7
1/1/2022 3:30,78.9,80.1,79.7,80.9,81.7,80,79.7,77.2,80,81.2,78.5,80,84.5,84.8,77,83.3,79.4,84.2,79.5,76.5,79,77.5,80.8,79.5,81.7,80.5,76.5,84.8,80.8,78.7,86.4,80.2,79.7
1/1/2022 3:45,78.8,80.1,79.3,80.6,80.3,79.7,80.7,77.6,80,80.8,79.2,79.7,79.7,83.5,77.2,83.3,79.2,84.2,79.9,76.5,79.7,77.5,80.5,79.5,81,80.3,76.1,84.8,79.7,78.7,84.1,79.9,79.7
1/1/2022 4:00,78.8,79.7,79.3,80.9,82.4,79.7,80.9,77.6,79.7,80.7,79.7,79.7,83.7,89.6,77,80.7,79.2,84.4,80.1,76.5,80.2,77.8,80.5,79.4,80.9,80.3,75.7,85.5,79.2,78.7,86.2,79.7,79.7
1/1/2022 4:15,78.8,79.9,79,80.9,81.5,79.7,80.3,77.6,80.1,80.7,80.1,79.6,83.2,89.6,77,83.3,79.2,84.5,78.9,76.5,80.2,78.2,80.4,79.4,80.7,82.7,75.6,86.5,78.9,78.7,86.2,79.7,79.7
1/1/2022 4:30,78.8,79.9,79,80.7,80.8,79.7,80.3,77.6,80,80.5,80.5,79.5,83.8,84,77,83.3,79.9,84.5,79.2,76.5,79.4,77.7,80.8,79.4,80.7,82.7,76.5,84.5,78.9,78.7,86.2,79.5,79.2
1/1/2022 4:45,78.8,79.9,78.8,80.4,80.8,79.3,79.9,77.6,79.7,80.3,80.5,79.5,81.5,85,77,80.7,79.4,84.5,79.2,76.5,78.9,77.5,82.2,78.7,80.7,80.5,75.8,83.2,79.7,78.7,85.2,79.5,79.2
1/1/2022 5:00,78.8,79.9,78.8,80.2,82.8,79.4,79.7,77.6,79.9,80.3,80.7,79.2,82.6,90.9,77,81.2,79.2,84.5,79.6,76.5,78.8,77.3,82.4,78.5,80,80.5,75.7,84.4,79.2,78.7,82.8,80.6,79.7
1/1/2022 5:15,78.7,79.9,79.6,80.3,80.5,79.2,79.7,77.6,79.7,80.7,80.9,79.2,82.4,90.9,77,83.2,79.2,83.5,79.7,76.5,79.2,77.2,81.3,78.9,80,80.5,75.5,85.7,78.9,78.6,85.7,80.3,79.1
1/1/2022 5:30,78.7,79.9,79.1,80.5,82.1,79.2,79.7,77.6,79.8,80.5,81,79.2,83.6,84.9,77,79.7,79,82.4,78.7,76.5,80,77.2,80.7,79,79.9,79.6,76.5,85.7,79.7,78.5,83.5,79.9,78.5
1/1/2022 5:45,78.7,79.9,78.9,80.3,81.5,79.2,79.7,77.6,79.7,80.5,81,79.2,78.9,83.9,77,82.4,79,82.4,79.2,76.5,80,77.2,80.5,79,80.7,82.4,75.8,83.5,79.7,78.6,84.4,79.7,79.6
1/1/2022 6:00,78.7,79.9,78.8,80,81,79,79.7,77.6,79.7,80.4,81.2,79.2,83.2,84.8,77,82.4,78.9,82,79.4,76.5,79.2,77.2,80.3,78.9,80.5,81.7,75.6,83,78.9,78.7,85,79.7,79
